measure calculation,annex,country,fishing_activity,fishing_capacity,gt_days_at_sea,no_vessels,nominal_effort,regulated area,regulated gear,specon,vessel length,year
54,BAL,POL,1,54,6,1,54,B,OTTER,NONE,O8T10M,2009
95109,BAL,POL,3806,1718,12646,57,95109,A,POTS,NONE,O8T10M,2009
94082,BAL,POL,1201,3921,5074,24,94082,B,POTS,NONE,O8T10M,2009
44599,BAL,POL,950,1431,5709,19,44599,A,R-GILL,NONE,O8T10M,2009
359193,BAL,POL,6311,7211,36515,43,359193,B,R-GILL,NONE,O8T10M,2009
3862,BAL,POL,84,749,529,7,3862,A,R-LONGLINE,NONE,O8T10M,2009
17620,BAL,POL,369,957,2741,7,17620,B,R-LONGLINE,NONE,O8T10M,2009
45,BAL,POL,2,22,5,1,45,A,TRAMMEL,NONE,O8T10M,2009
3272,BAL,SWE,48,472,318,3,3272,A,GILL,NONE,O8T10M,2009
19593,BAL,SWE,500,709,2617,4,19593,B,GILL,NONE,O8T10M,2009
184364,BAL,SWE,1786,4263,7383,15,184364,C,GILL,NONE,O8T10M,2009
51,BAL,SWE,1,51,8,1,51,A,NONE,NONE,O8T10M,2009
360,BAL,SWE,9,40,46,1,360,B,NONE,NONE,O8T10M,2009
3411,BAL,SWE,64,107,393,2,3411,B,OTTER,NONE,O8T10M,2009
8905,BAL,SWE,59,456,325,3,8905,C,OTTER,NONE,O8T10M,2009
11133,BAL,SWE,140,199,789,3,11133,A,POTS,NONE,O8T10M,2009
39886,BAL,SWE,834,686,5055,12,39886,B,POTS,NONE,O8T10M,2009
129574,BAL,SWE,1333,1697,5354,11,129574,C,POTS,NONE,O8T10M,2009
113966,BAL,SWE,1883,2387,11046,18,113966,A,R-GILL,NONE,O8T10M,2009
284143,BAL,SWE,4439,4874,28277,41,284143,B,R-GILL,NONE,O8T10M,2009
28057,BAL,SWE,494,1014,3254,5,28057,C,R-GILL,NONE,O8T10M,2009
2209,BAL,SWE,36,357,247,4,2209,A,R-LONGLINE,NONE,O8T10M,2009
60611,BAL,SWE,999,1403,6411,23,60611,B,R-LONGLINE,NONE,O8T10M,2009
32663,BAL,SWE,483,885,2301,6,32663,A,R-TRAMMEL,NONE,O8T10M,2009
154,BAL,SWE,7,22,16,1,154,B,R-TRAMMEL,NONE,O8T10M,2009
1767,BAL,SWE,35,89,191,2,1767,B,TRAMMEL,NONE,O8T10M,2009
126858,BAL,DEU,2931,6767,14343,55,126858,A,GILL,NONE,O8T10M,2010
288,BAL,DEU,3,96,30,1,288,A,OTTER,NONE,O8T10M,2010
14240,BAL,DEU,322,630,1259,5,14240,A,POTS,NONE,O8T10M,2010
409809,BAL,DEU,7251,9704,41018,54,409809,A,R-GILL,NONE,O8T10M,2010
27204,BAL,DEU,469,1656,2761,22,27204,A,R-LONGLINE,NONE,O8T10M,2010
69003,BAL,DEU,1232,1474,7087,19,69003,A,R-TRAMMEL,NONE,O8T10M,2010
1917,BAL,DEU,31,124,125,1,1917,A,TRAMMEL,NONE,O8T10M,2010
5871,BAL,DNK,141,812,742,4,5871,A,GILL,NONE,O8T10M,2010
51,BAL,DNK,1,51,3,1,51,B,GILL,NONE,O8T10M,2010
12731,BAL,DNK,193,724,1192,5,12731,A,NONE,NONE,O8T10M,2010
1155,BAL,DNK,19,238,93,4,1155,B,NONE,NONE,O8T10M,2010
51,BAL,DNK,1,51,9,1,51,A,OTTER,NONE,O8T10M,2010
104,BAL,DNK,2,52,16,1,104,A,PEL_TRAWL,NONE,O8T10M,2010
56999,BAL,DNK,1097,2583,7145,12,56999,A,POTS,NONE,O8T10M,2010
350086,BAL,DNK,5726,8025,33186,32,350086,A,R-GILL,NONE,O8T10M,2010
57989,BAL,DNK,834,1054,4395,15,57989,B,R-GILL,NONE,O8T10M,2010
24167,BAL,DNK,393,1040,2224,6,24167,A,R-LONGLINE,NONE,O8T10M,2010
18179,BAL,DNK,292,798,1834,7,18179,B,R-LONGLINE,NONE,O8T10M,2010
26243,BAL,DNK,286,840,2056,5,26243,A,R-OTTER,NONE,O8T10M,2010
1791,BAL,DNK,19,159,244,2,1791,B,R-OTTER,NONE,O8T10M,2010
124515,BAL,DNK,2035,2982,11898,20,124515,A,R-TRAMMEL,NONE,O8T10M,2010
3693,BAL,DNK,40,96,260,1,3693,B,R-TRAMMEL,NONE,O8T10M,2010
318,BAL,DNK,5,156,33,1,318,A,TRAMMEL,NONE,O8T10M,2010
1198490,BAL,FIN,26502,23930,72567,126,1198490,C,GILL,NONE,O8T10M,2010
540167,BAL,FIN,9058,10051,26991,50,540167,C,POTS,NONE,O8T10M,2010
730,BAL,LTU,,,58,1,730,B,GILL,NONE,O8T10M,2010
19157.46,BAL,LVA,601,,3285.14,,19157.46,B,GILL,NONE,O8T10M,2010
306,BAL,LVA,17,,32.47,,306,B,PEL_TRAWL,NONE,O8T10M,2010
34594.66,BAL,LVA,1356,,6548.45,,34594.66,B,POTS,NONE,O8T10M,2010
5392.3,BAL,LVA,132,,925.17,,5392.3,B,R-DEM_SEINE,NONE,O8T10M,2010
46361.56,BAL,LVA,1252,,8174.43,,46361.56,B,R-GILL,NONE,O8T10M,2010
1275.2,BAL,LVA,36,,245.38,,1275.2,B,R-LONGLINE,NONE,O8T10M,2010
560,BAL,POL,5,112,17,1,560,B,DEM_SEINE,NONE,O8T10M,2010
33205,BAL,POL,896,830,4211,18,33205,A,GILL,NONE,O8T10M,2010
27336,BAL,POL,409,1732,1926,15,27336,B,GILL,NONE,O8T10M,2010
17379,BAL,POL,144,499,1504,4,17379,A,OTTER,NONE,O8T10M,2010
1285,BAL,POL,19,180,127,1,1285,B,OTTER,NONE,O8T10M,2010
98384,BAL,POL,3898,1689,13009,54,98384,A,POTS,NONE,O8T10M,2010
109663,BAL,POL,1341,3576,5380,24,109663,B,POTS,NONE,O8T10M,2010
22547,BAL,POL,447,821,2892,9,22547,A,R-GILL,NONE,O8T10M,2010
289217,BAL,POL,5530,7391,32471,46,289217,B,R-GILL,NONE,O8T10M,2010
1340,BAL,POL,41,330,226,6,1340,A,R-LONGLINE,NONE,O8T10M,2010
52897,BAL,POL,1008,1691,7383,19,52897,B,R-LONGLINE,NONE,O8T10M,2010
49,BAL,POL,3,16,6,1,49,A,TRAMMEL,NONE,O8T10M,2010
3714,BAL,SWE,60,333,345,2,3714,A,GILL,NONE,O8T10M,2010
24402,BAL,SWE,490,611,2618,3,24402,B,GILL,NONE,O8T10M,2010
187081,BAL,SWE,1760,3947,6885,15,187081,C,GILL,NONE,O8T10M,2010
108,BAL,SWE,2,55,12,1,108,A,NONE,NONE,O8T10M,2010
201,BAL,SWE,5,81,25,2,201,B,NONE,NONE,O8T10M,2010
500,BAL,SWE,10,50,68,1,500,C,NONE,NONE,O8T10M,2010
1493,BAL,SWE,28,107,173,2,1493,B,OTTER,NONE,O8T10M,2010
10182,BAL,SWE,67,456,364,3,10182,C,OTTER,NONE,O8T10M,2010
7306,BAL,SWE,109,135,631,2,7306,A,POTS,NONE,O8T10M,2010
33880,BAL,SWE,730,520,4364,10,33880,B,POTS,NONE,O8T10M,2010
140466,BAL,SWE,1366,1800,5486,12,140466,C,POTS,NONE,O8T10M,2010
115503,BAL,SWE,1772,2842,10907,15,115503,A,R-GILL,NONE,O8T10M,2010
215920,BAL,SWE,3432,4570,21491,36,215920,B,R-GILL,NONE,O8T10M,2010
39349,BAL,SWE,682,1056,4248,6,39349,C,R-GILL,NONE,O8T10M,2010
3785,BAL,SWE,59,327,492,3,3785,A,R-LONGLINE,NONE,O8T10M,2010
35861,BAL,SWE,555,1073,3496,16,35861,B,R-LONGLINE,NONE,O8T10M,2010
0,BAL,SWE,0,85,0,1,0,C,R-LONGLINE,NONE,O8T10M,2010
20266,BAL,SWE,322,781,1671,4,20266,A,R-TRAMMEL,NONE,O8T10M,2010
0,BAL,SWE,0,35,0,1,0,A,TRAMMEL,NONE,O8T10M,2010
1302,BAL,SWE,23,89,121,2,1302,B,TRAMMEL,NONE,O8T10M,2010
111986,BAL,DEU,2119,7785,11961,45,111986,A,GILL,NONE,O8T10M,2011
2640,BAL,DEU,29,144,269,2,2640,A,OTTER,NONE,O8T10M,2011
9401,BAL,DEU,195,321,790,2,9401,A,POTS,NONE,O8T10M,2011
379457,BAL,DEU,6827,9693,38514,49,379457,A,R-GILL,NONE,O8T10M,2011
23877,BAL,DEU,368,1398,2483,20,23877,A,R-LONGLINE,NONE,O8T10M,2011
94183,BAL,DEU,1570,1831,8660,25,94183,A,R-TRAMMEL,NONE,O8T10M,2011
48,BAL,DEU,1,48,8,1,48,A,TRAMMEL,NONE,O8T10M,2011
3733,BAL,DNK,77,358,388,2,3733,A,GILL,NONE,O8T10M,2011
16166,BAL,DNK,252,916,1585,7,16166,A,NONE,NONE,O8T10M,2011
968,BAL,DNK,14,219,74,3,968,B,NONE,NONE,O8T10M,2011
56560,BAL,DNK,1111,2895,6995,10,56560,A,POTS,NONE,O8T10M,2011
347749,BAL,DNK,5470,8128,32927,29,347749,A,R-GILL,NONE,O8T10M,2011
71450,BAL,DNK,1042,1005,5276,11,71450,B,R-GILL,NONE,O8T10M,2011
25848,BAL,DNK,407,1696,2134,10,25848,A,R-LONGLINE,NONE,O8T10M,2011
18773,BAL,DNK,281,783,1836,7,18773,B,R-LONGLINE,NONE,O8T10M,2011
20787,BAL,DNK,222,1331,2142,7,20787,A,R-OTTER,NONE,O8T10M,2011
10080,BAL,DNK,105,96,1396,1,10080,B,R-OTTER,NONE,O8T10M,2011
126,BAL,DNK,1,126,9,1,126,A,R-PEL_TRAWL,NONE,O8T10M,2011
121139,BAL,DNK,1903,2707,11612,20,121139,A,R-TRAMMEL,NONE,O8T10M,2011
837,BAL,DNK,12,225,89,2,837,B,R-TRAMMEL,NONE,O8T10M,2011
1788,BAL,DNK,33,440,245,2,1788,A,TRAMMEL,NONE,O8T10M,2011
1165915,BAL,FIN,26833,26123,70301,130,1165915,C,GILL,NONE,O8T10M,2011
535589,BAL,FIN,9039,10448,26199,57,535589,C,POTS,NONE,O8T10M,2011
14935.02,BAL,LVA,456,,2506.46,,14935.02,B,GILL,NONE,O8T10M,2011
414,BAL,LVA,23,,43.93,,414,B,PEL_TRAWL,NONE,O8T10M,2011
28106.8,BAL,LVA,1053,,4840.59,,28106.8,B,POTS,NONE,O8T10M,2011
4633.6,BAL,LVA,109,,769.01,,4633.6,B,R-DEM_SEINE,NONE,O8T10M,2011
29575.88,BAL,LVA,773,,5108.12,,29575.88,B,R-GILL,NONE,O8T10M,2011
191.5,BAL,LVA,5,,31.02,,191.5,B,R-LONGLINE,NONE,O8T10M,2011
1232,BAL,POL,11,112,37,1,1232,B,DEM_SEINE,NONE,O8T10M,2011
58208,BAL,POL,1258,2064,7341,14,58208,A,GILL,NONE,O8T10M,2011
114387,BAL,POL,1533,3584,6258,25,114387,B,GILL,NONE,O8T10M,2011
7557,BAL,POL,98,408,742,3,7557,A,OTTER,NONE,O8T10M,2011
163,BAL,POL,3,54,18,1,163,B,OTTER,NONE,O8T10M,2011
89147,BAL,POL,3525,1633,11846,54,89147,A,POTS,NONE,O8T10M,2011
69219,BAL,POL,895,4385,3715,23,69219,B,POTS,NONE,O8T10M,2011
33,BAL,POL,1,33,7,1,33,B,R-DEM_SEINE,NONE,O8T10M,2011
12145,BAL,POL,259,617,1717,5,12145,A,R-GILL,NONE,O8T10M,2011
217167,BAL,POL,4329,6024,28691,43,217167,B,R-GILL,NONE,O8T10M,2011
2396,BAL,POL,65,189,382,3,2396,A,R-LONGLINE,NONE,O8T10M,2011
43609,BAL,POL,842,1403,6168,12,43609,B,R-LONGLINE,NONE,O8T10M,2011
73,BAL,POL,1,73,7,1,73,A,R-OTTER,NONE,O8T10M,2011
8640,BAL,POL,48,180,642,1,8640,B,R-OTTER,NONE,O8T10M,2011
2016,BAL,SWE,56,136,287,1,2016,A,GILL,NONE,O8T10M,2011
13228,BAL,SWE,319,402,1452,3,13228,B,GILL,NONE,O8T10M,2011
129682,BAL,SWE,1288,4161,5256,14,129682,C,GILL,NONE,O8T10M,2011
2622,BAL,SWE,46,114,283,2,2622,B,OTTER,NONE,O8T10M,2011
9204,BAL,SWE,60,456,321,1,9204,C,OTTER,NONE,O8T10M,2011
6433,BAL,SWE,96,135,558,2,6433,A,POTS,NONE,O8T10M,2011
25317,BAL,SWE,530,490,3219,12,25317,B,POTS,NONE,O8T10M,2011
102605,BAL,SWE,1091,1561,4701,11,102605,C,POTS,NONE,O8T10M,2011
109257,BAL,SWE,1712,2355,9813,15,109257,A,R-GILL,NONE,O8T10M,2011
201621,BAL,SWE,3088,4309,19545,36,201621,B,R-GILL,NONE,O8T10M,2011
26361,BAL,SWE,541,872,3601,6,26361,C,R-GILL,NONE,O8T10M,2011
4318,BAL,SWE,66,215,542,3,4318,A,R-LONGLINE,NONE,O8T10M,2011
31872,BAL,SWE,500,957,3110,15,31872,B,R-LONGLINE,NONE,O8T10M,2011
8887,BAL,SWE,171,398,788,4,8887,A,R-TRAMMEL,NONE,O8T10M,2011
159,BAL,SWE,6,26,37,1,159,B,TRAMMEL,NONE,O8T10M,2011
117360,BAL,DEU,2141,459,11849,37,117360,A,GILL,NONE,O8T10M,2012
14308,BAL,DEU,528,57,1637,12,14308,A,NONE,NONE,O8T10M,2012
554,BAL,DEU,7,20,66,1,554,A,OTTER,NONE,O8T10M,2012
8359,BAL,DEU,183,25,746,5,8359,A,POTS,NONE,O8T10M,2012
345055,BAL,DEU,6759,643,34469,49,345055,A,R-GILL,NONE,O8T10M,2012
24935,BAL,DEU,372,148,2373,21,24935,A,R-LONGLINE,NONE,O8T10M,2012
576,BAL,DEU,6,10,60,1,576,A,R-OTTER,NONE,O8T10M,2012
85381,BAL,DEU,1312,151,7867,23,85381,A,R-TRAMMEL,NONE,O8T10M,2012
342,BAL,DEU,6,16,30,2,342,A,TRAMMEL,NONE,O8T10M,2012
1503,BAL,DNK,31,294,155.4,,1503,A,GILL,NONE,O8T10M,2012
20487.5,BAL,DNK,338.5,1344,2009.9,,20487.5,A,NONE,NONE,O8T10M,2012
255,BAL,DNK,5,51,25.5,,255,B,NONE,NONE,O8T10M,2012
48612,BAL,DNK,978,2672,6111.9,,48612,A,POTS,NONE,O8T10M,2012
56,BAL,DNK,1,56,5,,56,B,POTS,NONE,O8T10M,2012
325850.24,BAL,DNK,5036.87,6784,30433.6,,325850.24,A,R-GILL,NONE,O8T10M,2012
47910,BAL,DNK,664,720,3207.9,,47910,B,R-GILL,NONE,O8T10M,2012
28651,BAL,DNK,442.25,707,2365,,28651,A,R-LONGLINE,NONE,O8T10M,2012
11845,BAL,DNK,172.75,533,1053.4,,11845,B,R-LONGLINE,NONE,O8T10M,2012
13417,BAL,DNK,144,441,1499.2,,13417,A,R-OTTER,NONE,O8T10M,2012
1824,BAL,DNK,19,96,252.7,,1824,B,R-OTTER,NONE,O8T10M,2012
115441,BAL,DNK,1804,2101,10666.3,,115441,A,R-TRAMMEL,NONE,O8T10M,2012
480,BAL,DNK,5,96,48,,480,B,R-TRAMMEL,NONE,O8T10M,2012
3230,BAL,DNK,56,208,271.6,,3230,A,TRAMMEL,NONE,O8T10M,2012
10143.63,BAL,LVA,292,,1636.45,,10143.63,B,GILL,NONE,O8T10M,2012
270,BAL,LVA,15,,28.65,,270,B,PEL_TRAWL,NONE,O8T10M,2012
13487.4,BAL,LVA,623,,2830.67,,13487.4,B,POTS,NONE,O8T10M,2012
4428.8,BAL,LVA,116,,739.63,,4428.8,B,R-DEM_SEINE,NONE,O8T10M,2012
27558.09,BAL,LVA,736,,4503.03,,27558.09,B,R-GILL,NONE,O8T10M,2012
210.5,BAL,LVA,5,,30.37,,210.5,B,R-LONGLINE,NONE,O8T10M,2012
66204,BAL,POL,1595,1411,8630,20,66204,A,GILL,NONE,O8T10M,2012
107004,BAL,POL,1589,3859,6803,24,107004,B,GILL,NONE,O8T10M,2012
111,BAL,POL,3,73,17,1,111,C,GILL,NONE,O8T10M,2012
3268,BAL,POL,82,275,404,2,3268,A,OTTER,NONE,O8T10M,2012
83438,BAL,POL,3315,1570,11097,54,83438,A,POTS,NONE,O8T10M,2012
71741,BAL,POL,895,3288,3584,21,71741,B,POTS,NONE,O8T10M,2012
13017,BAL,POL,279,1322,1622,16,13017,A,R-GILL,NONE,O8T10M,2012
294687,BAL,POL,5859,6269,36214,54,294687,B,R-GILL,NONE,O8T10M,2012
375,BAL,POL,10,84,58,2,375,C,R-GILL,NONE,O8T10M,2012
414,BAL,POL,20,76,98,2,414,A,R-LONGLINE,NONE,O8T10M,2012
34642,BAL,POL,665,1772,4668,22,34642,B,R-LONGLINE,NONE,O8T10M,2012
450,BAL,POL,9,104,50,2,450,A,R-OTTER,NONE,O8T10M,2012
163,BAL,POL,8,20,26,1,163,A,TRAMMEL,NONE,O8T10M,2012
5518,BAL,SWE,67,379,516,1,5518,A,GILL,NONE,O8T10M,2012
18757,BAL,SWE,434,781,2156,4,18757,B,GILL,NONE,O8T10M,2012
87824,BAL,SWE,977,3602,4175,14,87824,C,GILL,NONE,O8T10M,2012
2166,BAL,SWE,38,114,233,2,2166,B,OTTER,NONE,O8T10M,2012
10131,BAL,SWE,66,456,354,3,10131,C,OTTER,NONE,O8T10M,2012
5227,BAL,SWE,78,135,452,2,5227,A,POTS,NONE,O8T10M,2012
35231,BAL,SWE,733,601,4535,13,35231,B,POTS,NONE,O8T10M,2012
58471,BAL,SWE,662,1352,3069,9,58471,C,POTS,NONE,O8T10M,2012
85636,BAL,SWE,1397,1887,7636,12,85636,A,R-GILL,NONE,O8T10M,2012
177067,BAL,SWE,2657,3823,16846,31,177067,B,R-GILL,NONE,O8T10M,2012
34907,BAL,SWE,618,932,4224,6,34907,C,R-GILL,NONE,O8T10M,2012
771,BAL,SWE,14,153,101,3,771,A,R-LONGLINE,NONE,O8T10M,2012
37368,BAL,SWE,580,1067,3647,16,37368,B,R-LONGLINE,NONE,O8T10M,2012
15051,BAL,SWE,221,731,1188,4,15051,A,R-TRAMMEL,NONE,O8T10M,2012
1472,BAL,SWE,21,199,205,1,1472,B,R-TRAMMEL,NONE,O8T10M,2012
123780,BAL,DEU,2406.67,499,12756,44,123780,A,GILL,NONE,O8T10M,2013
382,BAL,DEU,5,20,42,1,382,A,OTTER,NONE,O8T10M,2013
13213,BAL,DEU,273.63,28,1138,5,13213,A,POTS,NONE,O8T10M,2013
302435,BAL,DEU,5826.35,620,29797,41,302435,A,R-GILL,NONE,O8T10M,2013
27829,BAL,DEU,378.91,128,2562,20,27829,A,R-LONGLINE,NONE,O8T10M,2013
12338,BAL,DEU,178.12,44,1116,3,12338,A,R-OTTER,NONE,O8T10M,2013
76811,BAL,DEU,1179.06,155,7132,25,76811,A,R-TRAMMEL,NONE,O8T10M,2013
310,BAL,DEU,5,4,20,1,310,A,TRAMMEL,NONE,O8T10M,2013
1314,BAL,DNK,17,370,120.3,,1314,A,GILL,NONE,O8T10M,2013
17925,BAL,DNK,271,1478,1744.4,,17925,A,NONE,NONE,O8T10M,2013
49068,BAL,DNK,961,2484,5988,,49068,A,POTS,NONE,O8T10M,2013
285238.18,BAL,DNK,4481.03,5707,25792.24,,285238.18,A,R-GILL,NONE,O8T10M,2013
35047,BAL,DNK,452,862,2294.5,,35047,B,R-GILL,NONE,O8T10M,2013
22197.5,BAL,DNK,335.5,834,1973.4,,22197.5,A,R-LONGLINE,NONE,O8T10M,2013
9335.5,BAL,DNK,126.5,684,803.6,,9335.5,B,R-LONGLINE,NONE,O8T10M,2013
22378,BAL,DNK,230,642,2362.8,,22378,A,R-OTTER,NONE,O8T10M,2013
7488,BAL,DNK,78,96,1037.4,,7488,B,R-OTTER,NONE,O8T10M,2013
102326,BAL,DNK,1569,2346,9432,,102326,A,R-TRAMMEL,NONE,O8T10M,2013
384,BAL,DNK,4,96,38.4,,384,B,R-TRAMMEL,NONE,O8T10M,2013
3460,BAL,DNK,64,208,334.2,,3460,A,TRAMMEL,NONE,O8T10M,2013
210,BAL,EST,7,4.46,31.22,1,210,C,POTS,NONE,O8T10M,2013
1906488.82,BAL,FIN,22112.26,1400.65,114549,105,1906488.82,C,GILL,NONE,O8T10M,2013
34591.37,BAL,FIN,194.25,40.4,1627.32,6,34591.37,C,PEL_TRAWL,NONE,O8T10M,2013
871288.12,BAL,FIN,8106.85,464.67,38853.12,38,871288.12,C,POTS,NONE,O8T10M,2013
61192.76,BAL,FIN,711.09,82.66,3051.08,10,61192.76,C,R-LONGLINE,NONE,O8T10M,2013
12751.88,BAL,LVA,425,,2269.86,,12751.88,B,GILL,NONE,O8T10M,2013
198,BAL,LVA,11,,21.01,,198,B,PEL_TRAWL,NONE,O8T10M,2013
10255,BAL,LVA,446,,1885.51,,10255,B,POTS,NONE,O8T10M,2013
3321,BAL,LVA,91,,568.16,,3321,B,R-DEM_SEINE,NONE,O8T10M,2013
24305.71,BAL,LVA,584,,3924.38,,24305.71,B,R-GILL,NONE,O8T10M,2013
784,BAL,POL,7,112,23.24,1,784,B,DEM_SEINE,NONE,O8T10M,2013
73196.4,BAL,POL,1924,1654.6,9536.94,27,73196.4,A,GILL,NONE,O8T10M,2013
106119.68,BAL,POL,1686,5525.66,7668.32,24,106119.68,B,GILL,NONE,O8T10M,2013
2423.5,BAL,POL,44,104.5,275.71,2,2423.5,A,OTTER,NONE,O8T10M,2013
91399.2,BAL,POL,3675,1618.7,12248.15,54,91399.2,A,POTS,NONE,O8T10M,2013
77818.9,BAL,POL,957,4290.5,3754.1,23,77818.9,B,POTS,NONE,O8T10M,2013
22138,BAL,POL,448,1447.57,2875.91,17,22138,A,R-GILL,NONE,O8T10M,2013
323148.64,BAL,POL,6546,6728.75,39627.12,58,323148.64,B,R-GILL,NONE,O8T10M,2013
121.3,BAL,POL,3,50,19.27,1,121.3,C,R-GILL,NONE,O8T10M,2013
1959.6,BAL,POL,58,228.4,322.95,3,1959.6,A,R-LONGLINE,NONE,O8T10M,2013
24665.2,BAL,POL,498,1435.9,3164.98,19,24665.2,B,R-LONGLINE,NONE,O8T10M,2013
4566.5,BAL,POL,79,112.86,526.74,2,4566.5,A,R-OTTER,NONE,O8T10M,2013
2081.44,BAL,SWE,40,128.12,259.64,1,2081.44,A,GILL,NONE,O8T10M,2013
16460.63,BAL,SWE,433,655.34,2074.5,4,16460.63,B,GILL,NONE,O8T10M,2013
80686.6,BAL,SWE,927,3425.15,4050.02,11,80686.6,C,GILL,NONE,O8T10M,2013
1367.64,BAL,SWE,24,113.97,147.72,2,1367.64,B,OTTER,NONE,O8T10M,2013
9447.4,BAL,SWE,62,455.52,335.81,3,9447.4,C,OTTER,NONE,O8T10M,2013
6097,BAL,SWE,91,67,529.62,1,6097,A,POTS,NONE,O8T10M,2013
29311.53,BAL,SWE,638,505.17,3927.03,11,29311.53,B,POTS,NONE,O8T10M,2013
78080.06,BAL,SWE,874,1605.31,3971.5,11,78080.06,C,POTS,NONE,O8T10M,2013
86499.56,BAL,SWE,1423,1734.76,8253.35,11,86499.56,A,R-GILL,NONE,O8T10M,2013
159117.34,BAL,SWE,2494,3036.05,16292.18,29,159117.34,B,R-GILL,NONE,O8T10M,2013
33279.65,BAL,SWE,581,1161.38,3999.69,6,33279.65,C,R-GILL,NONE,O8T10M,2013
1279.9,BAL,SWE,23,243.41,174.21,3,1279.9,A,R-LONGLINE,NONE,O8T10M,2013
30385.21,BAL,SWE,486,889.68,3046.92,14,30385.21,B,R-LONGLINE,NONE,O8T10M,2013
18627.37,BAL,SWE,273,714.42,1289.12,4,18627.37,A,R-TRAMMEL,NONE,O8T10M,2013
4710.84,BAL,SWE,65,199.06,629.45,1,4710.84,B,R-TRAMMEL,NONE,O8T10M,2013
104086,BAL,DEU,1844.12,404,10124,35,104086,A,GILL,NONE,O8T10M,2014
1344,BAL,DEU,14,10,140,1,1344,A,OTTER,NONE,O8T10M,2014
11567,BAL,DEU,247,36,1032,6,11567,A,POTS,NONE,O8T10M,2014
345990,BAL,DEU,6580.85,649,33563,46,345990,A,R-GILL,NONE,O8T10M,2014
25491,BAL,DEU,321.29,116,2153,19,25491,A,R-LONGLINE,NONE,O8T10M,2014
11107,BAL,DEU,147,44,1034,2,11107,A,R-OTTER,NONE,O8T10M,2014
57280,BAL,DEU,882.76,131,5027,20,57280,A,R-TRAMMEL,NONE,O8T10M,2014
496,BAL,DEU,8,4,32,1,496,A,TRAMMEL,NONE,O8T10M,2014
2254,BAL,DNK,40,238,211.8,2,2254,A,GILL,NONE,O8T10M,2014
45,BAL,DNK,1,45,3,1,45,B,GILL,NONE,O8T10M,2014
18560,BAL,DNK,248,620,1769.4,4,18560,A,NONE,NONE,O8T10M,2014
96,BAL,DNK,2,48,16.8,1,96,B,NONE,NONE,O8T10M,2014
126,BAL,DNK,1,126,9,1,126,A,OTTER,NONE,O8T10M,2014
63762,BAL,DNK,1185,2782,7704.8,15,63762,A,POTS,NONE,O8T10M,2014
300290,BAL,DNK,4578,5716,27525.4,26,300290,A,R-GILL,NONE,O8T10M,2014
29003,BAL,DNK,371,793,2099.7,10,29003,B,R-GILL,NONE,O8T10M,2014
23486,BAL,DNK,362.5,675,2051.7,12,23486,A,R-LONGLINE,NONE,O8T10M,2014
8999,BAL,DNK,126.5,640,714.9,10,8999,B,R-LONGLINE,NONE,O8T10M,2014
22277,BAL,DNK,246,872,2473.9,7,22277,A,R-OTTER,NONE,O8T10M,2014
960,BAL,DNK,10,96,133,1,960,B,R-OTTER,NONE,O8T10M,2014
77378,BAL,DNK,1203,2055,7732.1,14,77378,A,R-TRAMMEL,NONE,O8T10M,2014
168,BAL,DNK,2,96,14,1,168,B,R-TRAMMEL,NONE,O8T10M,2014
1951,BAL,DNK,34,304,192.9,2,1951,A,TRAMMEL,NONE,O8T10M,2014
1106889.04,BAL,FIN,11924.09,1465,62198.01,77,1106889.04,C,GILL,NONE,O8T10M,2014
2410.99,BAL,FIN,16.63,9.03,144.49,1,2410.99,C,PEL_SEINE,NONE,O8T10M,2014
38179.75,BAL,FIN,209.92,26.45,1779.44,3,38179.75,C,PEL_TRAWL,NONE,O8T10M,2014
683360.95,BAL,FIN,6447.15,412.93,31313.58,35,683360.95,C,POTS,NONE,O8T10M,2014
298778.22,BAL,FIN,3056.86,258.82,16733.07,14,298778.22,C,R-GILL,NONE,O8T10M,2014
22347.83,BAL,FIN,228.86,49.39,1046.96,4,22347.83,C,R-LONGLINE,NONE,O8T10M,2014
17692.38,BAL,LVA,527,,2931.79,,17692.38,B,GILL,NONE,O8T10M,2014
180,BAL,LVA,10,,19.1,,180,B,PEL_TRAWL,NONE,O8T10M,2014
25117.6,BAL,LVA,1023,,4825.38,,25117.6,B,POTS,NONE,O8T10M,2014
5516.4,BAL,LVA,144,,874.8,,5516.4,B,R-DEM_SEINE,NONE,O8T10M,2014
27948.68,BAL,LVA,661,,4395.33,,27948.68,B,R-GILL,NONE,O8T10M,2014
127.6,BAL,LVA,2,,15.26,,127.6,B,R-LONGLINE,NONE,O8T10M,2014
58.8,BAL,POL,4,14.7,13.24,1,58.8,B,DEM_SEINE,NONE,O8T10M,2014
55219.6,BAL,POL,1541,1083.35,7445.95,20,55219.6,A,GILL,NONE,O8T10M,2014
105095,BAL,POL,1688,3794.23,7321.69,26,105095,B,GILL,NONE,O8T10M,2014
1022,BAL,POL,14,146,108.22,1,1022,A,OTTER,NONE,O8T10M,2014
83815.2,BAL,POL,3373,1809.5,11298.33,54,83815.2,A,POTS,NONE,O8T10M,2014
99798.56,BAL,POL,1247,3544.21,4731.36,23,99798.56,B,POTS,NONE,O8T10M,2014
3787,BAL,POL,89,491.4,540.25,5,3787,A,R-GILL,NONE,O8T10M,2014
327892.74,BAL,POL,6683,6125.2,39947.5,55,327892.74,B,R-GILL,NONE,O8T10M,2014
